engine_id,cycle,setting_1,setting_2,setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_9,sensor_11,sensor_12,sensor_14,sensor_17,sensor_20,sensor_21,label
1,1,-0.0006924359871517702,-0.0003930430365428888,100.56449752918608,651.2489010249666,1580.156604852258,1395.284269397679,556.1845450624742,9053.674637928132,46.27816842056879,515.359140811164,8090.785451016253,396.3519042936862,39.94175245145836,23.408597144644077,0
1,2,-0.0006944526308178223,-0.00040099944486546594,99.99652173177341,632.2971947121066,1642.705303529453,1418.3995360980211,564.5237999678524,8964.198428528902,46.785497838149034,517.372569960138,8199.690110930089,384.5445628243903,39.154832557096086,23.484894646155176,0
1,3,-0.0006897208713016804,-0.00039176557795037915,98.08044301851298,626.9552696015402,1614.203949551871,1383.3514700637952,563.169335244881,8847.325004948549,46.59981255929323,529.1472948033215,8121.315425972439,386.189136772797,38.90253551467238,23.168731647147208,0
1,4,-0.0006785509704991244,-0.0004050981669042339,100.26045420299506,628.0637133113253,1545.8744879382332,1361.3905893311319,541.3154599675833,8836.896041063168,48.34034330298733,533.7451885229195,8395.340977545638,398.0662218054836,38.457015618603606,23.429789091440554,0
1,5,-0.0007175495381686168,-0.0003955392341616827,103.12090945484661,655.3158649580978,1524.0443616791522,1358.3543727138047,537.4320286644146,8771.380973763891,48.824080564588435,532.439700378966,8226.434667104353,395.55913412490764,39.99834882736463,22.223363485203897,0
1,6,-0.0007068390747908246,-0.0003928047372602835,100.8010919861757,625.4091650844981,1526.0653408670792,1425.8612712285674,563.4001926359268,8711.110322237868,49.18505200413654,529.5615352995844,8238.680981001462,399.05897527293314,38.65839236095478,22.697536363671023,0
1,7,-0.0007015174667577279,-0.000402170028209903,100.80706964855193,642.6364009146411,1641.862721847452,1373.9320766904657,563.480670628631,9213.652925303577,46.374382488993426,511.9660360315497,8021.266963873842,386.7950770419781,39.901059852410576,23.55233918729507,0
1,8,-0.0006855587058116045,-0.0004187015146370938,99.58068577577632,640.7484118702496,1567.7082154262498,1407.3298296474513,552.4652711837966,8957.740266864845,48.366442794946025,519.1468966408256,8027.769367597565,399.84039231021177,37.56581791648158,24.442999991095384,0
1,9,-0.0006932922189299194,-0.00039043663829312883,100.56588721426284,623.9138864534181,1552.1775142142885,1465.221714896768,566.7385084439687,9042.466301930324,46.608797762313344,532.7536837589334,8221.779212086343,392.77836969398606,39.21417678471331,23.051980503428076,0
1,10,-0.0007226256201370267,-0.000390960399794254,100.1861121622632,637.9717613411768,1541.6190495946464,1415.4869528575518,535.9517951183186,8894.61847623455,48.18229330465658,517.1360457121949,8145.410096138746,395.7954061012051,38.09336940489558,22.788845860952964,0
1,11,-0.0006846812377116245,-0.0003886178421776779,98.10309168020297,606.2882394849963,1577.2869443543395,1407.0239625686952,567.9597234339985,8702.481679923345,46.52481684171994,520.103204636001,8120.58411425322,395.189541857334,36.85853104195187,23.418928520243426,0
1,12,-0.0007016158385728943,-0.0004109745750670225,101.9766716036902,656.0493512389966,1549.9261548760837,1374.6056861837048,566.0681209048942,9115.287149604372,47.884372819713676,530.9655144806629,8170.378853124062,383.45496683876684,38.834776918577674,23.06921290706346,0
1,13,-0.0007140017777317291,-0.00040400234784308933,97.82608281788585,655.6120642710957,1575.0344241085504,1373.02880632172,561.1087054087791,9160.726240909273,47.03333578105356,500.962135794556,8195.174794155448,397.7208906661233,38.47166695104866,23.439449372658686,0
1,14,-0.0007230724823043027,-0.0003965260467907569,100.30375611410892,622.514672802533,1529.353406942819,1371.7030960342486,557.5929496995261,9252.928968330487,46.50361454717314,522.7443663820814,7981.8329760350525,386.7541071574223,37.79329308375846,23.095915159279606,0
1,15,-0.0007036613882986948,-0.0004003970263579922,98.53820067360321,644.9699812173382,1606.122953376078,1373.8671128804826,578.5443923410019,9194.176179974058,49.859830750140205,526.6641314549214,8293.572447042267,385.34798872520525,38.7712749922031,23.810662996032264,0
1,16,-0.0006825865309112736,-0.00039430139317516897,97.67376837228588,648.1681197790037,1546.9100386121024,1391.5365355290292,550.6335377823943,9294.338352516877,45.855892317730365,527.3270245154309,8195.113625474767,382.7734520655784,38.267289311252284,23.098390159646236,0
1,17,-0.0007075879611430759,-0.00040020264342689846,98.35657579207448,627.50178862189,1585.223095167214,1396.6310132459928,551.7453284631275,9047.22967694804,47.1211580077851,542.3479370333945,7989.191546324147,386.5400719912907,38.37057648391653,23.981851202808972,0
1,18,-0.0007212870533465495,-0.00040284530798917386,100.60085190108047,656.6866025109379,1607.0651668637654,1393.5252911868972,559.8172639630818,8753.580096951442,48.36046377707802,517.0410201413479,8151.809730889722,375.32126927343484,39.79405124705812,23.785440335723226,0
1,19,-0.000704171064651424,-0.0004005990171732634,102.47901255947568,643.6866022169837,1645.677976778173,1395.8396473601313,549.5604919760273,9225.04818848958,48.62308950119592,506.6001245842066,8239.145763869912,398.84531891040797,38.95916423143473,22.835813272473125,0
1,20,-0.0007027703718132332,-0.00040816218003453405,97.79362757669593,634.7714731137141,1586.7585779090316,1383.7757637168227,542.9755709609336,9002.176859597625,48.302457372065575,523.5961021954002,8187.590104993209,391.2253562831043,38.68290605562956,22.878758438900217,0
1,21,-0.000702312828841158,-0.0004010582682079123,99.12703092388278,626.5370529139386,1599.9243063923343,1392.5143770711804,545.4195753188782,8740.467723877488,48.9961077535793,533.3597271361848,8071.778685453898,399.1994235951696,38.28092921011989,23.33246268221477,0
1,22,-0.000707327465964029,-0.00039919064466199735,98.58928232895742,641.4525705164466,1588.6069918069566,1391.1297229794793,555.9355158164307,8932.761045418134,47.72691665047367,512.3030015508493,7991.869707406443,407.2587248309025,38.30355614547302,22.731938301512645,0
1,23,-0.0007010037559993965,-0.0003925856346554784,101.35252223019287,640.7762580874503,1575.9500383643137,1418.5787670678799,539.8353558898641,9177.413348151655,49.07061876489277,522.8509861158753,8340.449222092884,392.4400831484472,39.59187479403081,23.35935464765298,0
1,24,-0.0006753252045035082,-0.00040541469294943985,99.74006942094887,636.9277986901794,1617.0721721580524,1428.0245803989599,548.7744557785803,9211.24318187936,49.147601556106,536.2630670186886,8099.726952151977,402.67248499688446,40.03513664523425,23.955421489159527,0
1,25,-0.0007140577207715278,-0.00040164170013445887,101.90349033592345,659.8255570378844,1632.9328148502457,1373.4603506146848,555.3395193744574,9337.22352427608,47.82930271289648,524.8415623979113,7926.41486184627,397.33253690122285,38.54702629552185,23.321223589379528,0
1,26,-0.0006828806297851851,-0.00041221016512740566,103.67481869055091,639.7368172809374,1586.8114334678282,1433.89417287449,572.8652613144683,8805.992586414248,49.145885760355036,514.391811114633,8142.728537251279,400.081248875489,37.31065220827995,23.069058566059272,0
1,27,-0.000720217020134275,-0.00040563868145566235,100.97044320847195,653.5893990917601,1533.4603373465736,1448.7745990978563,552.2859832140772,9242.530921941558,47.8350966601348,528.5748919551656,8152.45271375641,391.64551357015426,38.63477722958215,23.946803796732066,0
1,28,-0.0006932798024362672,-0.00038976528825462176,96.13478819541832,618.3519022938995,1620.5566438520211,1454.9869762268272,573.3106848036438,9126.936054884636,46.37775223631691,537.2230322328919,8204.012603461111,396.9576786860292,39.09013901185772,23.414669098572535,0
1,29,-0.0006844115286573685,-0.00040122279144442683,99.5028096013877,633.4968744492071,1640.7790847132333,1390.6385852311475,538.5929891635027,9070.070667256166,48.25198361891151,519.5136454961647,8570.156429142198,401.8607677858928,38.94212317025534,24.450355113655434,0
